模型：MultiModalBert，随便弄的，glyph和pinyin信息大概都是75%。
执行情况：花费2个多小时
Correction Precision: 0.0787985865724312, Recall: 0.16484938089074758, F1-Score: 0.10662841388307617
Character-level Detect Acc: 0.9865, P: 0.7490, R: 0.5403, F1: 0.6278
Character-level Correct Acc: 0.9853, P: 0.7277, R: 0.4837, F1: 0.5811
Sentence-level Detect Acc: 0.6945, P: 0.8255, R: 0.4862, F1: 0.6120
Sentence-level Correct Acc: 0.6745, P: 0.8127, R: 0.4459, F1: 0.5758



模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门
遗忘门权重使用了concat(token_embedding, bert_hidden_states) 共同来计算。
执行情况：13个epoch后early stop了。在Wang271K上的表现不如只使用token_embedding的遗忘门。
Correction Precision: 0.9682179341651713, Recall: 0.3161601186063165, F1-Score: 0.4766694603719625
Correction Precision: 0.9615728328862194, Recall: 0.5974458634091064, F1-Score: 0.7369863008969701
Correction Precision: 0.9680738786277129, Recall: 0.6789415247963214, F1-Score: 0.7981292142204777
Correction Precision: 0.9599027946534726, Recall: 0.731481481481346, F1-Score: 0.8302679974070003
Correction Precision: 0.9674816045570929, Recall: 0.7545353572749436, F1-Score: 0.8478419131840166
Correction Precision: 0.9696466682473394, Recall: 0.7570820218476657, F1-Score: 0.8502807231505692
Correction Precision: 0.9675446848539586, Recall: 0.7614288358318042, F1-Score: 0.8522009316664321
Correction Precision: 0.9674396814239944, Recall: 0.7646732086649204, F1-Score: 0.8541882104684123
Correction Precision: 0.9675294117644782, Recall: 0.7623285131626321, F1-Score: 0.8527581911285925
Correction Precision: 0.9678780773737472, Recall: 0.7631724902938134, F1-Score: 0.8534215417850872
Correction Precision: 0.9678177120035311, Recall: 0.7626804887077447, F1-Score: 0.8530903815339743
Correction Precision: 0.9679999999997722, Recall: 0.7622753381506833, F1-Score: 0.8529076391876211
Epoch 12 Training: 100% 250/250 [03:40<00:00,  1.13it/s, loss=0.0172, c_precision=0.986, c_recall=0.858, c_f1_score=0.917]
Correction Precision: 0.9676056338025897, Recall: 0.7631920014810658, F1-Score: 0.8533278123626096
Eval情况：不如只使用token_embedding的遗忘门
Character-level Detect Acc: 0.9835, P: 0.6240, R: 0.5446, F1: 0.5816
Character-level Correct Acc: 0.9818, P: 0.5850, R: 0.4625, F1: 0.5166
Sentence-level Detect Acc: 0.6264, P: 0.6727, R: 0.4789, F1: 0.5595
Sentence-level Correct Acc: 0.5891, P: 0.6340, R: 0.4037, F1: 0.4933


模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门
给bert_outputs.last_hidden_state也加了遗忘门
执行情况：执行了11个epoch后手动停了。在Wang271K上增加遗忘门后performance降低了，但不是很明显
Correction Precision: 0.9463120923226561, Recall: 0.35029717682014294, F1-Score: 0.5113189639541617
Correction Precision: 0.9425634824664624, Recall: 0.5795539033456172, F1-Score: 0.7177716385706308
Correction Precision: 0.9336747759280579, Recall: 0.6773174809584475, F1-Score: 0.7850990520534051
Correction Precision: 0.9529935675405856, Recall: 0.716251394570339, F1-Score: 0.8178343944143421
Correction Precision: 0.938592456301532, Recall: 0.7572833549822309, F1-Score: 0.8382458657887922
Correction Precision: 0.9555763385548385, Recall: 0.7581153774808461, F1-Score: 0.8454695899077874
Correction Precision: 0.957195742711486, Recall: 0.7685305591676075, F1-Score: 0.8525502313450583
Correction Precision: 0.9556684368503912, Recall: 0.768331167625623, F1-Score: 0.8518213619259796
Correction Precision: 0.9563611175246002, Recall: 0.7694594092512038, F1-Score: 0.8527897874406277
Correction Precision: 0.9563106796114293, Recall: 0.7686733556297345, F1-Score: 0.8522867733005488
Epoch 10 Training: 100% 250/250 [03:40<00:00,  1.14it/s, loss=0.0071, c_precision=0.98, c_recall=0.89, c_f1_score=0.933]
Correction Precision: 0.956351039260749, Recall: 0.7687024317800688, F1-Score: 0.8523206746112261
Eval情况：这个降的比较明显
Character-level Detect Acc: 0.9827, P: 0.5831, R: 0.6252, F1: 0.6034
Character-level Correct Acc: 0.9801, P: 0.5298, R: 0.5035, F1: 0.5163
Sentence-level Detect Acc: 0.6136, P: 0.6364, R: 0.5138, F1: 0.5685
Sentence-level Correct Acc: 0.5618, P: 0.5822, R: 0.4092, F1: 0.4806

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
将PlateauScheduler改为WarmupExponentialLR，学习率不变，head为2e-4，bert为2e-6
执行情况：执行了16个epoch手动停了，感觉涨不了多少了。在Wang271K上比PlateauScheduler好了0.05个点。
Correction Precision: 0.0, Recall: 0.0, F1-Score: 0.0
Correction Precision: 0.9961538461500148, Recall: 0.0479363316675832, F1-Score: 0.09147095170469562
Correction Precision: 0.9654561558897408, Recall: 0.40340488527009555, F1-Score: 0.569042025164935
Correction Precision: 0.9568323905921534, Recall: 0.5951851851850749, F1-Score: 0.7338737294048209
Correction Precision: 0.9626806833111793, Recall: 0.6780821917806963, F1-Score: 0.7956989242460532
Correction Precision: 0.9718488460560558, Recall: 0.7094982410663377, F1-Score: 0.8202054789640528
Correction Precision: 0.9702539298667544, Recall: 0.7425504349434124, F1-Score: 0.8412665124044456
Correction Precision: 0.9647031323045897, Recall: 0.7641177559709749, F1-Score: 0.8527740464122266
Correction Precision: 0.9611988847581409, Recall: 0.7669632925471325, F1-Score: 0.8531656006610174
Correction Precision: 0.9645977011492034, Recall: 0.7757441301533045, F1-Score: 0.8599241720643751
Correction Precision: 0.9683090446446985, Recall: 0.7748981858569465, F1-Score: 0.8608740354956952
Correction Precision: 0.9566092596732371, Recall: 0.7924773022047817, F1-Score: 0.8668423181098207
Correction Precision: 0.9649083088066639, Recall: 0.7891131271985208, F1-Score: 0.868201262491197
Correction Precision: 0.9650555933739584, Recall: 0.7871552841012793, F1-Score: 0.867074413368382
Correction Precision: 0.9726218097445538, Recall: 0.7764400814964295, F1-Score: 0.8635286842316247
Epoch 15 Training: 100% 250/250 [03:42<00:00,  1.12it/s, c_precision=0.991, c_recall=0.975, c_f1_score=0.983, loss=0.0012]
Correction Precision: 0.9726938962824752, Recall: 0.7838387573963047, F1-Score: 0.8681138639332079
Eval情况：Eval情况相比PlateauScheduler差不多。可以得出结论，WarmupExponentialLR和PlateauScheduler在小数据量下好像区别不大。
Character-level Detect Acc: 0.9836, P: 0.6158, R: 0.5827, F1: 0.5988
Character-level Correct Acc: 0.9819, P: 0.5808, R: 0.5035, F1: 0.5394
Sentence-level Detect Acc: 0.6355, P: 0.6782, R: 0.5028, F1: 0.5774
Sentence-level Correct Acc: 0.6018, P: 0.6458, R: 0.4349, F1: 0.5197

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
将PlateauScheduler改为WarmupExponentialLR，学习率不变，head为2e-4，bert为2e-6
全量训练：
Epoch 0 Training: 100% 8055/8055 [1:57:18<00:00,  1.14it/s, c_precision=0.957, c_recall=0.784, c_f1_score=0.862, loss=0.0157]
Correction Precision: 0.9588022005500776, Recall: 0.8061074319352041, F1-Score: 0.8758494655536039
Epoch 1 Training: 100% 8055/8055 [1:57:13<00:00,  1.15it/s, c_precision=0.964, c_recall=0.843, c_f1_score=0.9, loss=0.0115]
Correction Precision: 0.971353690497899, Recall: 0.8379515221620044, F1-Score: 0.8997346576633403
Epoch 2 Training: 100% 8055/8055 [1:58:16<00:00,  1.14it/s, c_precision=0.974, c_recall=0.876, c_f1_score=0.922, loss=0.00844]
Correction Precision: 0.9711907043602677, Recall: 0.8522548092084068, F1-Score: 0.9078439052184416
Epoch 3 Training: 100% 8055/8055 [1:57:49<00:00,  1.14it/s, c_precision=0.969, c_recall=0.883, c_f1_score=0.924, loss=0.0101]
Correction Precision: 0.9699346405228182, Recall: 0.8582995951416552, F1-Score: 0.9107088058841393
2个全量Epoch的Eval情况：有点出乎意料
Character-level Detect Acc: 0.9908, P: 0.8031, R: 0.7440, F1: 0.7724
Character-level Correct Acc: 0.9901, P: 0.7965, R: 0.7143, F1: 0.7532
Sentence-level Detect Acc: 0.7764, P: 0.8453, R: 0.6716, F1: 0.7485
Sentence-level Correct Acc: 0.7645, P: 0.8405, R: 0.6477, F1: 0.7316
4个全量epoch的Eval情况：4个Epoch后，结果并没有变得更好，反而变差了。从Char-level上看，还不算变差。
Character-level Detect Acc: 0.9904, P: 0.7673, R: 0.7836, F1: 0.7754
Character-level Correct Acc: 0.9898, P: 0.7600, R: 0.7525, F1: 0.7562
Sentence-level Detect Acc: 0.7627, P: 0.8114, R: 0.6789, F1: 0.7393
Sentence-level Correct Acc: 0.7509, P: 0.8059, R: 0.6550, F1: 0.7227
FineTune方式：使用SIGHAN训练集进行finetune，SGD优化器(lr=0.001, momentum=0.9, weight_decay=0.001)，无scheduler
finetue结果：最好结果为78.2，其他基本都保持在77.5左右。
Character-level Detect Acc: 0.9926, P: 0.8791, R: 0.7511, F1: 0.8101
Character-level Correct Acc: 0.9922, P: 0.8765, R: 0.7327, F1: 0.7982
Sentence-level Detect Acc: 0.8164, P: 0.9074, R: 0.7009, F1: 0.7909
Sentence-level Correct Acc: 0.8100, P: 0.9058, R: 0.6881, F1: 0.7821




模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
去掉了MultiModalBert，仅使用MacBert（并没有使用MacBertHead的预训练参数）
执行情况：执行了16个epoch停了，比MultiModalBert稍微差了一点，但不多
Correction Precision: 0.989473684209832, Recall: 0.2646893185657472, F1-Score: 0.4176540281028811
Correction Precision: 0.9650521152664117, Recall: 0.5912847483094306, F1-Score: 0.7332867453940294
Correction Precision: 0.9682368775232926, Recall: 0.6777840587901492, F1-Score: 0.7973841715393332
Correction Precision: 0.975891254167485, Recall: 0.7141516516515175, F1-Score: 0.8247534405002174
Correction Precision: 0.9669162038152699, Recall: 0.7526315789472269, F1-Score: 0.8464221536139168
Correction Precision: 0.971725471241911, Recall: 0.7558270676690308, F1-Score: 0.8502854721234043
Correction Precision: 0.9688836104510762, Recall: 0.7655780780779343, F1-Score: 0.855315579292809
Correction Precision: 0.9717973231355229, Recall: 0.7629949333832308, F1-Score: 0.8548302318207397
Correction Precision: 0.9709246901808933, Recall: 0.7642093415868009, F1-Score: 0.8552534895877398
Correction Precision: 0.970405727923396, Recall: 0.7638549690022987, F1-Score: 0.8548302318205887
Correction Precision: 0.9703986631652015, Recall: 0.7642413987590215, F1-Score: 0.8550694147361629
Correction Precision: 0.9706723891270932, Recall: 0.7647942889346675, F1-Score: 0.8555216975209367
Correction Precision: 0.9711492608486, Recall: 0.7647390161470587, F1-Score: 0.8556722684144527
Correction Precision: 0.971544715446922, Recall: 0.7640090259494614, F1-Score: 0.855368420559601
Correction Precision: 0.9706583969463333, Recall: 0.7639879834771377, F1-Score: 0.855011556556718
Correction Precision: 0.9704127893101955, Recall: 0.7634691195793573, F1-Score: 0.8545913002003659
Eval情况：同样比MultiModalBert稍微差了一点，但不多
Character-level Detect Acc: 0.9843, P: 0.6552, R: 0.5403, F1: 0.5922
Character-level Correct Acc: 0.9827, P: 0.6193, R: 0.4625, F1: 0.5296
Sentence-level Detect Acc: 0.6445, P: 0.7115, R: 0.4752, F1: 0.5699
Sentence-level Correct Acc: 0.6127, P: 0.6809, R: 0.4110, F1: 0.5126

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
去掉了MultiModalBert，仅使用MacBert（并没有使用MacBertHead的预训练参数），增加了对比学习（错字和对应正确字的编码越近越好，与其他字越远越好）
执行情况：对比学习的loss有在降，但是整体上不去，反而降了。
Epoch 0 Training: 100% 250/250 [04:06<00:00,  1.01it/s, c_precision=0.955, c_recall=0.0673, c_f1_score=0.126, loss=2.15, loss_c=3.97]
Correction Precision: 0.9691358024676402, Recall: 0.11788999436829023, F1-Score: 0.21020920482746994
Correction Precision: 0.9212570621465673, Recall: 0.490045078887962, F1-Score: 0.6397743987618225
Correction Precision: 0.9085586841369087, Recall: 0.6140945920481224, F1-Score: 0.7328536086932593
Correction Precision: 0.9128856624317052, Recall: 0.6608483483482243, F1-Score: 0.7666848117064516
Correction Precision: 0.9252407501264761, Recall: 0.6862781954885927, F1-Score: 0.788042304712637
Correction Precision: 0.9231923942954908, Recall: 0.6936090225562606, F1-Score: 0.7921004610318607
Correction Precision: 0.926433915211739, Recall: 0.6972597597596288, F1-Score: 0.7956735912853311
Correction Precision: 0.9235732009923266, Recall: 0.6984424845185403, F1-Score: 0.7953841217447438
Correction Precision: 0.923611111110882, Recall: 0.6985556180827802, F1-Score: 0.7954715364100201
Epoch 9 Training: 100% 250/250 [04:09<00:00,  1.00it/s, c_precision=0.956, c_recall=0.701, c_f1_score=0.809, loss=0.99, loss_c=1.92]
Correction Precision: 0.9231534444165822, Recall: 0.6973511177905884, F1-Score: 0.7945205474547433
Eval情况：更差了，而且差的不是一星半点
Character-level Detect Acc: 0.9806, P: 0.5431, R: 0.5078, F1: 0.5249
Character-level Correct Acc: 0.9775, P: 0.4559, R: 0.3579, F1: 0.4010
Sentence-level Detect Acc: 0.5700, P: 0.6000, R: 0.3963, F1: 0.4773
Sentence-level Correct Acc: 0.5145, P: 0.5184, R: 0.2844, F1: 0.3673

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
对比学习使用Bert的hidden_state(不融合word_embeddings)
执行情况：执行了8个epoch停了，感觉上不去了，虽然对比学习的loss下降了， 但好像没借用
Epoch 0 Training: 100% 250/250 [04:35<00:00,  1.10s/it, c_precision=0.926, c_recall=0.0596, c_f1_score=0.112, loss=2.04, loss_c=3.75]
Correction Precision: 0.9611197511649128, Recall: 0.11601276515860408, F1-Score: 0.20703517568711802
Correction Precision: 0.8994063324535292, Recall: 0.5122088655145544, F1-Score: 0.6527046429074957
Correction Precision: 0.8837021046948506, Recall: 0.617109478047745, F1-Score: 0.7267280589852702
Correction Precision: 0.89383474034257, Recall: 0.6557807807806576, F1-Score: 0.7565226800356155
Correction Precision: 0.8969149736641844, Recall: 0.6721804511276931, F1-Score: 0.7684538514494919
Correction Precision: 0.8991194968551197, Recall: 0.6718045112780692, F1-Score: 0.7690155992951343
Correction Precision: 0.9002756201451014, Recall: 0.6743618618617352, F1-Score: 0.7711127798513646
Epoch 7 Training: 100% 250/250 [04:33<00:00,  1.09s/it, c_precision=0.946, c_recall=0.649, c_f1_score=0.77, loss=0.688, loss_c=1.28]
Correction Precision: 0.89969909729165, Recall: 0.6732970538561318, F1-Score: 0.7702050011201529
Eval情况：很差
Character-level Detect Acc: 0.9797, P: 0.5185, R: 0.4767, F1: 0.4967
Character-level Correct Acc: 0.9762, P: 0.4139, R: 0.3126, F1: 0.3562
Sentence-level Detect Acc: 0.5600, P: 0.5916, R: 0.3615, F1: 0.4487
Sentence-level Correct Acc: 0.4927, P: 0.4749, R: 0.2257, F1: 0.3060


模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
增加了分词预测，loss占0.7，分词loss占0.3
执行情况：从结果上，模型确实学会了如何分词，但整体性能下降了
Correction Precision: 0.955414012738245, Recall: 0.27639579878380754, F1-Score: 0.428755180443576
Correction Precision: 0.9437201907787143, Recall: 0.5461906514537088, F1-Score: 0.6919221349824555
Correction Precision: 0.9466666666664038, Recall: 0.6277399152697314, F1-Score: 0.7549008744788172
Correction Precision: 0.9455394190868918, Recall: 0.6704670834864526, F1-Score: 0.784592209542293
Correction Precision: 0.9293119698395548, Recall: 0.7262014361994611, F1-Score: 0.8152971571300964
Correction Precision: 0.938713450292178, Recall: 0.7379551305625711, F1-Score: 0.8263152471132991
Correction Precision: 0.9523475823403521, Recall: 0.7501379944800827, F1-Score: 0.839234252285802
Correction Precision: 0.955992509363072, Recall: 0.749357798165, F1-Score: 0.8401563459379434
Correction Precision: 0.9483310470962623, Recall: 0.7627804339829417, F1-Score: 0.845495311368732
Correction Precision: 0.94997694790204, Recall: 0.7586524300440429, F1-Score: 0.843602865422166
Correction Precision: 0.9496667432771891, Recall: 0.7596984739840486, F1-Score: 0.8441266593629998
Correction Precision: 0.9502533394746774, Recall: 0.7585953300237619, F1-Score: 0.8436765151998087
Correction Precision: 0.9503448275859884, Recall: 0.7599264705880956, F1-Score: 0.8445352395468835
Epoch 13 Training: 100% 250/250 [07:13<00:00,  1.73s/it, c_precision=0.977, c_recall=0.865, c_f1_score=0.918, loss=0.0461, loss_ws=0.13, ws_acc=0.963]
Correction Precision: 0.9497927222475933, Recall: 0.7590649733111063, F1-Score: 0.8437851657464651
Eval情况：同样有所下降，我猜测可能是分词loss的权重过高
Character-level Detect Acc: 0.9825, P: 0.5915, R: 0.5488, F1: 0.5693
Character-level Correct Acc: 0.9807, P: 0.5496, R: 0.4625, F1: 0.5023
Sentence-level Detect Acc: 0.6009, P: 0.6380, R: 0.4495, F1: 0.5274
Sentence-level Correct Acc: 0.5700, P: 0.6029, R: 0.3872, F1: 0.4715

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
增加了分词预测，loss占0.7+，分词loss占0.3-，分词loss权重为min(0.3, 1-acc)
代码：MultiModalBertWS.py
执行情况：执行了11个epoch后手动停了。比使用分词loss0.3要好一点。即使给分词loss分配较少的权重，其一样可以学会如何分词。
Correction Precision: 0.9572933998885428, Recall: 0.31803943246723454, F1-Score: 0.4774550480348963
Correction Precision: 0.9403697078112879, Recall: 0.5804195804194736, F1-Score: 0.7177969954313516
Correction Precision: 0.9513297872337896, Recall: 0.6588690366548795, F1-Score: 0.7785395576836992
Correction Precision: 0.9512134100573052, Recall: 0.6991541007722142, F1-Score: 0.8059353466233099
Correction Precision: 0.9407114624503741, Recall: 0.7449825078253093, F1-Score: 0.8314837644058712
Correction Precision: 0.9410430839000132, Recall: 0.7631482162558361, F1-Score: 0.8428107224947164
Correction Precision: 0.9574712643675959, Recall: 0.7663293468259859, F1-Score: 0.8513030143245733
Correction Precision: 0.9624250806821202, Recall: 0.766055045871419, F1-Score: 0.8530854102132672
Correction Precision: 0.959798994974655, Recall: 0.7727105553510899, F1-Score: 0.85615321873956
Correction Precision: 0.9601008942900802, Recall: 0.7708026509571482, F1-Score: 0.8551005815542073
Epoch 10 Training: 100% 250/250 [09:33<00:00,  2.29s/it, c_precision=0.979, c_recall=0.909, c_f1_score=0.943, loss=0.0172, loss_ws=0.196, ws_acc=0.94]
Correction Precision: 0.9591044094126207, Recall: 0.7718330575472013, F1-Score: 0.8553382228145618
Eval情况：还可以，不过没有不加Eval效果好。
Character-level Detect Acc: 0.9833, P: 0.6178, R: 0.5488, F1: 0.5813
Character-level Correct Acc: 0.9817, P: 0.5812, R: 0.4710, F1: 0.5203
Sentence-level Detect Acc: 0.6264, P: 0.6763, R: 0.4716, F1: 0.5557
Sentence-level Correct Acc: 0.5936, P: 0.6424, R: 0.4055, F1: 0.4972



模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
只让模型预测4500个字。
执行情况：执行了13个epoch就early stop了。在Wang271K上比预测所有token要差那么一点点，我觉得这应该是随机波动的原因。
Correction Precision: 0.9726027397255976, Recall: 0.4107109535360308, F1-Score: 0.5775387033346406
Correction Precision: 0.9660818713447468, Recall: 0.6159582401191991, F1-Score: 0.7522768665552835
Correction Precision: 0.9598971722362571, Recall: 0.6963819470345586, F1-Score: 0.8071768261445615
Correction Precision: 0.9644259077524621, Recall: 0.7331219694142608, F1-Score: 0.8330154688882121
Correction Precision: 0.9681159420287515, Recall: 0.7466467958269846, F1-Score: 0.8430795114980663
Correction Precision: 0.9751807228913312, Recall: 0.7547556881759129, F1-Score: 0.8509251466904448
Correction Precision: 0.9737470167062114, Recall: 0.7613360701622016, F1-Score: 0.8545397418887156
Correction Precision: 0.9688372093021002, Recall: 0.775646993111008, F1-Score: 0.8615448242396938
Correction Precision: 0.9747403210573713, Recall: 0.7703358208953786, F1-Score: 0.8605669023828788
Correction Precision: 0.9746685606058297, Recall: 0.7683837252704799, F1-Score: 0.8593195570104761
Correction Precision: 0.9747224190878868, Recall: 0.7700634565134807, F1-Score: 0.8603899484171367
Correction Precision: 0.974486180013944, Recall: 0.7687290346625477, F1-Score: 0.8594645270617404
Epoch 12 Training: 100% 250/250 [03:39<00:00,  1.14it/s, c_precision=0.992, c_recall=0.945, c_f1_score=0.968, loss=0.00336]
Correction Precision: 0.9742255852445082, Recall: 0.7688001492814389, F1-Score: 0.8594075923311295
Eval情况：从Char-level上看，变差了一点，但在Sent-level上看，好了一点。结论：有效，但不多。 不过这可以极大的减少参数量。
Character-level Detect Acc: 0.9844, P: 0.6602, R: 0.5332, F1: 0.5900
Character-level Correct Acc: 0.9831, P: 0.6333, R: 0.4738, F1: 0.5421
Sentence-level Detect Acc: 0.6509, P: 0.7182, R: 0.4862, F1: 0.5799
Sentence-level Correct Acc: 0.6227, P: 0.6923, R: 0.4294, F1: 0.5300

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
只让模型预测6000个字。
执行情况：执行了9个epoch手动停了，感觉上不去了。
Correction Precision: 0.9632690541777028, Recall: 0.3909802459932182, F1-Score: 0.5562036051034585
Correction Precision: 0.9646282973618212, Recall: 0.5994783904618853, F1-Score: 0.7394301465859043
Correction Precision: 0.9539524174978373, Recall: 0.6945427453900735, F1-Score: 0.8038370333557087
Correction Precision: 0.9643124532066473, Recall: 0.7200894521057174, F1-Score: 0.8244958919673926
Correction Precision: 0.9599904739221338, Recall: 0.750791581299916, F1-Score: 0.8426003339554609
Correction Precision: 0.9676352468696036, Recall: 0.7628981188301801, F1-Score: 0.8531555920916988
Correction Precision: 0.9620312136033164, Recall: 0.7692307692306259, F1-Score: 0.8548954662830887
Correction Precision: 0.9652599673581335, Recall: 0.7710933134660511, F1-Score: 0.8573203556874788
Epoch 8 Training: 100% 250/250 [03:45<00:00,  1.11it/s, c_precision=0.99, c_recall=0.944, c_f1_score=0.967, loss=0.00406]
Correction Precision: 0.9741092636577258, Recall: 0.7641140301843181, F1-Score: 0.8564268555163072
Eval情况：首次突破53大关，又一次达到了我的sota
Character-level Detect Acc: 0.9846, P: 0.6616, R: 0.5502, F1: 0.6008
Character-level Correct Acc: 0.9834, P: 0.6369, R: 0.4936, F1: 0.5562
Sentence-level Detect Acc: 0.6409, P: 0.6995, R: 0.4826, F1: 0.5711
Sentence-level Correct Acc: 0.6200, P: 0.6799, R: 0.4404, F1: 0.5345

模型：MultiModalBert，使用macbert作为backbone，macbert的head。加入了FocalLoss中的难易样本的权重。在此基础上，0.01的loss和0.99的soft_loss。训练head，微调BERT。使用了orthogonal_初始化head，其中参数为gain=1。对输出进行了改造，如果该字没错，则固定输出的softmax的index为1，否则softmax就正常输出所在的index。bert的输出融合了一开始的embedding数据，即last_hidden_state += token_embeddings。对token_embedding增加了遗忘门后再加，遗忘门权重只使用了token_emebdding来计算。
只让模型预测6000个字。使用WarmupScheduler
执行情况：执行了18个epoch后手动停了。Warmup确实可以稳步上涨。
Correction Precision: 0.9999999989999999, Recall: 0.0001863585538575873, F1-Score: 0.00037264766126320607
Correction Precision: 0.9812834224572693, Recall: 0.06836810730252078, F1-Score: 0.12783002425992065
Correction Precision: 0.9597834493422429, Recall: 0.46228347923254565, F1-Score: 0.6240100561292341
Correction Precision: 0.9583457304370847, Recall: 0.6002609019752888, F1-Score: 0.7381689006377156
Correction Precision: 0.957552083333084, Recall: 0.6848575153658624, F1-Score: 0.7985666191248599
Correction Precision: 0.956138201420986, Recall: 0.7267647606629303, F1-Score: 0.8258201053292192
Correction Precision: 0.9589596754948797, Recall: 0.7485565282174057, F1-Score: 0.8407949785869138
Correction Precision: 0.9628050225062869, Recall: 0.7569379772768193, F1-Score: 0.8475495302681977
Correction Precision: 0.9666904591955824, Recall: 0.7570337246132369, F1-Score: 0.8491118072397167
Correction Precision: 0.957304408031166, Recall: 0.7727272727271287, F1-Score: 0.8551695696529225
